YYYYMMDD,   TG,   TN,   TX,   SQ,   DR,   RH,   NG
  20130310,   -1,  -15,   10,    0,   50,   28,    8
  20130311,  -21,  -30,  -12,    0,    0,   -1,    8
  20130312,  -25,  -69,    5,   55,    0,    0,    5
  20130313,   -9,  -74,   57,   57,    0,   -1,    4
  20130314,   -7,  -52,   36,   91,    4,    1,    3
  20130315,    4,  -54,   33,    8,   78,   23,    7
  20130316,   53,   27,   77,   15,    0,   -1,    8
  20130317,   56,   29,   91,   12,   33,   20,    8
  20130318,   57,   13,  103,   63,   40,   24,    6
  20130319,   33,    0,   66,    8,    9,    3,    7
  20130320,   14,    6,   27,    6,    0,    0,    8
  20130321,   12,  -26,   59,   57,    0,    0,    4
  20130322,    5,  -29,   41,   65,    0,    0,    4
  20130323,   -3,  -26,   23,   21,    0,    0,    7
  20130324,   -6,  -36,   30,   24,    0,    0,    7
  20130325,    3,  -24,   41,   96,    0,    0,    8
  20130326,    7,  -29,   55,  110,    0,    0,    2
  20130327,   10,  -35,   63,  118,    0,    0,    0
  20130328,    1,  -31,   42,   58,    0,   -1,    4
  20130329,   -4,  -34,   27,    6,    6,    1,    7
  20130330,    3,  -39,   48,   51,    0,   -1,    5
  20130331,    5,  -53,   43,   40,    0,   -1,    5
  20130401,   23,  -30,   75,  108,    0,    0,    1
  20130402,   33,  -27,   84,  122,    0,    0,    0
  20130403,   30,   -5,   86,   80,    0,    0,    6
  20130404,   28,    4,   47,    2,    0,   -1,    8
  20130405,   40,   12,   74,   13,    0,    0,    8
  20130406,   42,  -30,   91,   62,    0,    0,    4
  20130407,   41,  -24,   94,  102,    0,    0,    5
  20130408,   59,   -3,  111,   89,    0,    0,    7
  20130409,   65,   22,  106,   13,   16,    3,    7
  20130410,   61,    9,  110,   22,    0,   -1,    7
  20130411,   71,   39,  104,    0,   69,   41,    8
  20130412,   86,   45,  141,   25,   32,   49,    8
  20130413,  100,   53,  149,   37,   36,   10,    7
  20130414,  158,  110,  210,   56,    5,    1,    5
  20130415,  123,   58,  168,   49,   12,   20,    5
  20130416,  121,   50,  172,   29,    0,   -1,    6
  20130417,  152,   81,  207,   24,    0,   -1,    5
  20130418,  124,   84,  171,  116,    0,    0,    3
  20130419,   80,   39,  121,   44,    0,   -1,    3
  20130420,   63,  -18,  122,  132,    0,    0,    0
  20130421,   73,   -3,  144,   74,    0,    0,    4
  20130422,   88,  -18,  152,  112,    0,    0,    4
  20130423,  105,   65,  147,   21,   38,   12,    7
  20130424,  135,   59,  200,   87,    0,    0,    6
  20130425,  155,   98,  228,   64,    0,   -1,    6
  20130426,   79,   43,  124,    0,   65,   70,    7
  20130427,   66,   11,  110,   89,    0,    0,    5
  20130428,   72,    7,  128,   97,    0,    0,    5
  20130429,   80,   27,  128,   75,   18,   24,    4
  20130430,   85,   24,  132,   71,    0,    0,    4
  20130501,  105,   24,  174,  130,    0,    0,    3
  20130502,  113,   59,  170,   17,    0,    0,    6
