YYYYMMDD,   TG,   TN,   TX,   SQ,   DR,   RH,   NG
  20160810,  128,   69,  168,  107,   15,   13,    5
  20160811,  136,   67,  163,    0,  123,   96,    8
  20160812,  189,  163,  226,   40,   23,   16,    5
  20160813,  176,  143,  215,   28,    0,    0,    7
  20160814,  170,   96,  217,   41,    0,    0,    6
  20160815,  161,   82,  217,  123,    0,    0,    4
  20160816,  163,  114,  210,  131,    0,    0,    4
  20160817,  172,  100,  234,  133,    0,    0,    0
  20160818,  177,   97,  242,  132,    0,    0,    1
  20160819,  181,   98,  243,   49,   17,   34,    5
  20160820,  178,  148,  229,   76,    6,   54,    5
  20160821,  167,  147,  198,   44,   56,  145,    7
  20160822,  180,  142,  227,   41,   57,   32,    6
  20160823,  210,  140,  269,  130,    0,    0,    3
  20160824,  228,  170,  302,  130,    0,    0,    1
  20160825,  243,  172,  310,  130,    0,    0,    3
  20160826,  221,  176,  262,  114,    0,    0,    5
  20160827,  216,  161,  265,   97,    4,   11,    6
  20160828,  205,  177,  246,   76,    3,    4,    6
  20160829,  172,  100,  214,   57,    3,    2,    6
  20160830,  162,   85,  238,  124,    0,    0,    3
  20160831,  174,   86,  254,  112,    0,    0,    4
  20160901,  172,  102,  229,   62,    0,    0,    7
  20160902,  166,   97,  217,   42,   14,   10,    8
  20160903,  185,  144,  229,   49,    9,   10,    8
  20160904,  179,  157,  213,   33,    9,   28,    7
  20160905,  173,  115,  228,   80,    0,   -1,    6
  20160906,  177,  113,  242,   58,    0,    0,    5
  20160907,  183,  114,  268,  122,    0,    0,    1
  20160908,  196,  116,  276,  122,    0,    0,    1
  20160909,  169,  117,  229,  112,    0,    0,    1
  20160910,  184,  113,  257,  105,    0,    0,    5
  20160911,  185,  148,  217,   25,   19,   12,    8
  20160912,  209,  150,  281,  115,    0,    0,    1
  20160913,  235,  152,  312,  116,    0,    0,    0
  20160914,  230,  153,  314,  115,    0,    0,    0
  20160915,  226,  165,  290,   92,   10,   42,    4
  20160916,  174,  155,  212,   32,    6,   12,    8
  20160917,  173,  137,  216,   16,    0,    0,    7
  20160918,  167,  142,  207,   59,    0,    0,    6
  20160919,  144,   95,  198,   15,    0,    0,    7
  20160920,  145,   79,  200,   53,    0,    0,    6
  20160921,  147,   83,  207,   86,    0,    0,    8
  20160922,  138,   69,  213,   53,    0,    0,    6
  20160923,  136,   73,  203,   97,    0,   -1,    4
  20160924,  152,   83,  236,   99,    0,    0,    6
  20160925,  163,  121,  243,   75,   13,   35,    3
  20160926,  135,   76,  191,   42,    0,    0,    6
  20160927,  145,   56,  204,   98,    0,    0,    4
  20160928,  187,  162,  216,   78,    0,   -1,    7
  20160929,  159,  138,  177,    3,   17,   27,    8
  20160930,  145,  108,  187,   54,    0,   -1,    7
  20161001,  135,   99,  176,   35,    5,   10,    6
  20161002,  121,   88,  157,   31,   32,  107,    6
  20161003,  145,  111,  190,   95,    0,   -1,    3
  20161004,  130,   99,  173,   56,    0,    0,    4
  20161005,   98,   54,  141,  102,    0,    0,    0
  20161006,   94,   39,  127,   54,    0,    0,    5
  20161007,  118,  100,  145,   30,    0,    0,    7
  20161008,  110,   65,  142,   38,    0,   -1,    8
  20161009,   79,   13,  145,   69,    5,    4,    5
  20161010,   79,   19,  135,   64,    0,    0,    7
  20161011,   80,    3,  131,    9,    0,   -1,    6
  20161012,   89,   68,  110,   16,    0,    0,    8
  20161013,   91,   77,  114,   19,    0,    0,    8
  20161014,   99,   73,  134,   43,   34,   47,    8
  20161015,  107,   89,  137,   14,   59,   41,    7
  20161016,  133,   82,  188,   97,    0,   -1,    5
  20161017,  121,   82,  163,   43,    4,    2,    5
  20161018,  102,   75,  128,   29,   37,  117,    6
  20161019,   88,   44,  120,   57,   43,  134,    7
  20161020,   85,   27,  120,    0,   28,    9,    5
  20161021,   76,   15,  127,   46,    4,    2,    7
  20161022,   67,   10,  104,   21,    0,    0,    6
  20161023,   48,   -7,  116,   90,    0,    0,    4
  20161024,   71,   41,   95,    8,    0,    0,    8
  20161025,   87,   79,  101,    0,    0,    0,    8
  20161026,   95,   40,  126,   43,    0,   -1,    7
  20161027,  118,  104,  138,   11,    0,    0,    8
  20161028,  131,  103,  148,    0,    0,   -1,    8
  20161029,   96,   52,  154,   72,    0,    0,    3
  20161030,   87,   41,  153,   50,    0,    0,    7
  20161031,   85,   29,  162,   81,    0,    0,    5
  20161101,   81,   40,  138,    6,    6,    2,    7
  20161102,   72,   22,  117,   57,   22,   42,    6
  20161103,   67,    8,  120,   45,    6,    6,    8
  20161104,   76,   63,   97,   12,   33,   27,    8
  20161105,   69,   49,  108,   30,   35,   31,    6
  20161106,   61,   24,   93,   30,   37,   51,    6
  20161107,   42,   -1,   57,    3,   19,   17,    8
  20161108,   19,  -29,   56,   27,   14,   15,    6
  20161109,   30,    5,   43,    0,   88,   37,    8
  20161110,   40,   31,   52,    2,   97,  139,    8
  20161111,   18,  -31,   58,   70,    9,    2,    4
  20161112,   20,  -33,   50,   43,   17,    8,    8
  20161113,   27,  -10,   47,    0,   48,   17,    6
  20161114,   31,  -23,   69,    0,   68,   39,    7
  20161115,  108,   69,  129,    0,  118,   35,    8
  20161116,  119,   93,  142,   31,   67,   56,    8
  20161117,   93,   76,  115,   13,   79,  120,    8
  20161118,   60,   32,   82,   14,   13,    7,    7
  20161119,   58,   40,   81,   35,    0,   -1,    7
  20161120,   84,   48,  125,    0,   41,   46,    8
  20161121,  120,   81,  139,    1,   54,   49,    8
  20161122,  110,   65,  136,   41,    0,    0,    8
  20161123,   79,   37,  111,    5,    0,    0,    8
  20161124,   66,   30,   87,   40,    0,    0,    8
  20161125,   33,   -6,   84,   73,    0,    0,    6
  20161126,   -1,  -26,   36,   52,    0,    0,    7
  20161127,   56,  -10,   94,   21,    0,   -1,    6
  20161128,   -3,  -41,   42,   71,    0,    0,    0
  20161129,  -31,  -70,   43,   71,    0,    0,    0
  20161130,   20,  -70,   68,   35,    0,    0,    8
  20161201,   79,   51,   94,   12,    0,   -1,    8
  20161202,   52,  -25,   94,    5,   21,    9,    5
  20161203,   -1,  -43,   81,   37,    0,    0,    4
  20161204,  -14,  -50,   40,   70,    0,    0,    0
  20161205,  -27,  -69,   41,   67,    0,    0,    2
  20161206,    1,  -53,   54,   68,    0,    0,    6
  20161207,   63,   18,   95,    6,    0,    0,    8
  20161208,   82,   64,   96,   20,    5,    1,    8
  20161209,   91,   74,  104,    0,    0,    0,    8
  20161210,   78,   66,   92,    0,   72,   49,    8
  20161211,   85,   69,   96,   15,   28,   17,    7
  20161212,   53,    8,   76,    0,    0,    0,    7
  20161213,   66,   53,   75,    0,    3,    1,    8
  20161214,   73,   48,   91,   17,    0,    0,    8
  20161215,   65,   52,   79,    0,    0,    0,    8
  20161216,   54,   27,   75,   25,    0,    0,    7
  20161217,   61,   32,   85,    0,    0,   -1,    8
  20161218,   62,   26,   91,   13,    0,    0,    8
  20161219,   43,   -2,   75,   45,    0,    0,    5
  20161220,   -6,  -27,   10,   53,    0,    0,    3
  20161221,   41,    0,   71,    3,   40,   24,    7
  20161222,   59,   48,   69,    0,   35,   15,    7
  20161223,   60,   43,   80,   13,   20,    8,    8
  20161224,   79,   61,   97,   10,   17,   10,    8
  20161225,  104,   81,  117,    0,    9,    5,    8
  20161226,   83,   61,  118,   46,    7,   19,    4
  20161227,   66,   30,   93,   55,   18,   11,    5
  20161228,   10,  -31,   43,    0,    0,    0,    6
  20161229,  -22,  -40,   -8,    0,    0,   -1,    8
  20161230,  -11,  -40,   15,    6,    0,   -1,    8
  20161231,   18,    8,   33,    0,    5,    2,    8
  20170101,    5,   -8,   19,    0,   50,   19,    8
  20170102,   30,   -3,   68,   43,   10,    5,    5
  20170103,   50,   15,   71,    5,    6,    7,    7
  20170104,   58,   26,   73,   33,   11,   18,    6
  20170105,    0,  -59,   33,   58,    0,   -1,    3
  20170106,  -30,  -65,   -3,   62,    0,    0,    8
  20170107,   -2,  -21,   34,    0,   94,   52,    8
  20170108,   43,   28,   61,    0,    0,    0,    8
  20170109,   48,   33,   59,    0,   41,   48,    8
  20170110,   53,   29,   66,   10,   48,   38,    7
  20170111,   72,   57,  104,   28,   16,    5,    7
  20170112,   52,    2,   74,   14,   80,  143,    8
  20170113,   31,    2,   56,   32,   54,   96,    7
  20170114,   18,    1,   48,   23,   36,   51,    6
  20170115,    7,  -18,   48,   33,    0,    0,    7
  20170116,  -16,  -44,   12,   18,    0,   -1,    7
  20170117,  -34,  -50,   13,   36,    0,    0,    7
  20170118,  -38,  -53,  -19,   18,    0,   -1,    7
  20170119,  -20,  -56,   31,   67,    0,    0,    3
  20170120,   -3,  -52,   51,   71,    0,    0,    4
  20170121,   -2,  -52,   50,   75,    0,    0,    3
  20170122,  -17,  -74,   37,   75,    0,    0,    4
  20170123,   16,   -3,   31,    2,    0,   -1,    8
  20170124,    8,    0,   21,    0,    4,    3,    8
  20170125,  -11,  -43,    6,    0,    0,    0,    6
  20170126,  -28,  -53,    6,   65,    0,    0,    0
  20170127,    8,  -70,   51,   57,    0,    0,    5
  20170128,   54,   20,   81,   16,    0,   -1,    8
  20170129,   47,   31,   65,    5,   42,   36,    8
  20170130,   49,   28,   72,    0,   80,   65,    8
  20170131,   37,   26,   61,    8,    0,    0,    8
  20170201,   34,    5,   54,    0,   30,   12,    8
  20170202,   86,   52,  125,   31,   18,   10,    8
  20170203,   86,   63,  119,   15,    3,    1,    7
  20170204,   57,   26,   74,    2,   89,   83,    7
  20170205,   44,  -11,   77,   41,    0,   -1,    8
  20170206,   43,  -10,   66,    0,    0,    0,    8
  20170207,   24,    9,   39,    0,  104,   25,    8
  20170208,    0,  -11,    9,    0,    7,    2,    8
  20170209,  -16,  -30,  -10,    0,    0,   -1,    8
  20170210,  -23,  -45,  -13,    0,   14,    2,    8
  20170211,   -4,  -17,   10,    0,   71,   45,    8
  20170212,    7,   -6,   25,   45,    7,    3,    5
  20170213,   22,  -14,   71,   87,    0,    0,    0
  20170214,   38,   -5,   94,   87,    0,    0,    0
  20170215,   74,    3,  135,   75,    0,   -1,    2
  20170216,   68,   55,   99,    7,    2,    5,    7
  20170217,   70,   52,   86,    2,   12,    6,    8
  20170218,   56,   32,  103,   49,    0,    0,    6
  20170219,   62,   32,   92,    4,    8,    6,    7
  20170220,   91,   72,  109,    0,   57,   53,    8
  20170221,   96,   86,  111,   54,   13,    3,    8
  20170222,   95,   78,  108,    0,  128,  175,    8
  20170223,   80,   42,  105,    2,  153,  145,    8
  20170224,   45,   -6,   87,   68,    5,    6,    4
  20170225,   58,   18,   89,    5,   21,    7,    8
  20170226,   87,   67,  106,    0,   28,   21,    8
  20170227,   87,   43,  106,    3,   41,  138,    8
  20170228,   47,   32,   65,   21,   35,   28,    7
  20170301,   63,   32,   94,   38,   58,   35,    8
  20170302,   66,   42,   82,   11,   50,   84,    7
  20170303,   59,   12,   88,   14,   15,   11,    8
  20170304,   92,   62,  132,    6,   37,   61,    8
  20170305,   69,   38,  106,   42,   40,   38,    7
  20170306,   60,   32,   95,   43,   22,   23,    7
  20170307,   67,   45,   94,   16,    1,    1,    8
  20170308,   59,    8,  106,    2,   86,  137,    7
  20170309,   77,    7,  128,   45,    4,    1,    6
  20170310,   65,   -9,  112,   80,    0,    0,    5
  20170311,   73,   15,  130,   64,    0,    0,    8
  20170312,   79,   14,  148,   98,    0,    0,    8
  20170313,   65,   -5,  137,   81,    0,    0,    7
  20170314,   88,   32,  149,   45,    0,    0,    8
  20170315,   90,   16,  139,   84,    0,    0,    5
  20170316,   94,   11,  168,  109,    0,    0,    4
  20170317,   83,   67,  103,   42,   36,   57,    8
  20170318,   97,   74,  127,    1,   80,   62,    8
  20170319,  113,   98,  127,    7,   10,    2,    8
  20170320,  103,   88,  115,    0,   98,   94,    8
  20170321,   75,   13,   98,   88,    0,   -1,    7
  20170322,   63,   -3,  124,   85,    0,    0,    5
  20170323,   82,   19,  140,  109,    0,    0,    4
  20170324,   84,   31,  142,  110,    0,    0,    6
  20170325,   85,   21,  143,  105,    0,    0,    7
  20170326,   80,   33,  130,   73,    0,    0,    8
  20170327,   92,   18,  174,  115,    0,    0,    4
  20170328,  113,    6,  197,  114,    1,    1,    4
  20170329,  126,  103,  147,   12,    0,   -1,    8
  20170330,  157,  108,  218,   61,    0,    0,    8
  20170331,  145,   89,  218,   55,    5,   14,    8
  20170401,  108,   60,  141,    2,    0,   -1,    7
  20170402,  103,   44,  169,   98,    0,    0,    5
  20170403,   81,   27,  143,   48,    0,    0,    4
  20170404,   98,   22,  165,   66,    0,    0,    4
  20170405,   92,   62,  128,   52,    0,    0,    6
  20170406,   81,   38,  118,   26,    0,   -1,    8
  20170407,  105,   73,  138,   15,    0,    0,    8
  20170408,   96,   29,  155,   50,    0,    0,    4
  20170409,  117,    8,  210,  123,    0,    0,    0
  20170410,   98,   41,  155,   53,    0,    0,    7
  20170411,   96,   23,  138,   86,    0,    0,    7
  20170412,   98,   83,  119,    9,   21,    8,    8
  20170413,   93,   60,  133,   77,    0,   -1,    6
  20170414,   99,   65,  130,   24,    0,   -1,    8
  20170415,   96,   65,  121,   47,   40,   34,    7
  20170416,   79,   50,  108,   34,   31,   29,    8
  20170417,   65,   27,  109,   74,   54,   86,    5
  20170418,   61,    8,  111,   92,    0,   -1,    3
  20170419,   39,  -13,   83,   71,    0,    0,    5
  20170420,   69,  -34,  129,  123,    0,    0,    7
  20170421,  111,   82,  149,    4,   16,    8,    8
  20170422,   78,   40,  113,   78,   20,    6,    7
  20170423,   66,   20,  114,   55,    1,    1,    7
  20170424,   93,   52,  130,   34,   30,   27,    8
  20170425,   59,   21,   99,   97,   11,   20,    5
  20170426,   50,  -14,  104,   86,    4,    3,    3
  20170427,   61,  -20,  109,  102,    2,    2,    6
  20170428,   76,   30,  117,   43,   20,   19,    7
  20170429,   76,    5,  140,   72,    0,   -1,    3
  20170430,  123,   33,  184,  113,    0,    0,    6
  20170501,  117,   82,  137,    8,   27,    9,    8
  20170502,  100,   47,  152,   20,   67,   47,    8
  20170503,  107,   77,  152,   24,   56,   35,    8
  20170504,  104,   77,  133,   27,    0,   -1,    8
  20170505,   89,   66,  111,    3,    0,   -1,    8
  20170506,  128,   59,  188,  112,    0,    0,    6
  20170507,  117,   86,  162,   23,    0,    0,    8
  20170508,   97,   43,  153,   64,    0,   -1,    5
  20170509,   80,   11,  138,   69,    0,    0,    6
  20170510,   90,   -1,  159,   95,    0,    0,    3
  20170511,  154,   47,  228,  119,    8,    3,    5
  20170512,  155,  120,  212,   27,   34,  125,    8
  20170513,  140,   85,  190,   21,   22,  100,    6
  20170514,  134,   66,  199,   90,    6,   19,    4
  20170515,  149,   55,  212,  100,    0,   -1,    7
  20170516,  204,  152,  262,   18,    0,   -1,    8
  20170517,  223,  144,  284,   77,    0,    0,    8
  20170518,  165,  144,  211,   11,   14,    3,    8
  20170519,  136,  105,  167,    7,    2,    1,    8
  20170520,  125,   74,  173,   99,    5,   12,    3
  20170521,  144,   54,  202,  109,    0,    0,    5
  20170522,  176,   81,  246,  127,    0,    0,    6
  20170523,  161,   99,  210,  119,    0,    0,    7
  20170524,  159,   90,  223,   82,    0,    0,    7
  20170525,  174,   92,  230,  146,    0,    0,    2
  20170526,  203,  110,  266,  148,    0,    0,    0
  20170527,  229,  160,  319,  136,    0,    0,    3
  20170528,  205,  149,  266,  121,    0,    0,    7
  20170529,  219,  154,  286,   97,    4,    3,    8
  20170530,  183,  155,  212,   40,    0,    0,    7
  20170531,  174,  107,  222,  119,    0,    0,    5
  20170601,  166,   75,  234,  152,    0,    0,    5
  20170602,  198,  108,  266,  103,    0,    0,    6
  20170603,  184,  143,  237,   54,    6,   21,    8
  20170604,  154,   87,  195,  114,    0,    0,    7
  20170605,  171,   84,  229,   71,    0,    0,    8
  20170606,  141,  110,  174,   25,   70,  105,    8
  20170607,  140,  113,  174,   45,   32,   51,    8
  20170608,  168,  117,  232,   47,    5,    3,    8
  20170609,  165,  130,  196,   75,   60,  212,    5
  20170610,  178,  117,  239,  107,    0,    0,    3
  20170611,  199,  121,  271,   50,    0,   -1,    6
  20170612,  161,  145,  178,   24,    0,   -1,    7
  20170613,  163,   93,  208,   87,    0,    0,    6
  20170614,  174,   75,  244,  151,    0,    0,    5
  20170615,  200,  120,  264,  114,    0,    0,    6
  20170616,  162,  129,  180,   37,    0,    0,    7
  20170617,  186,  129,  232,   55,    0,    0,    6
  20170618,  208,  111,  278,  128,    0,    0,    4
  20170619,  236,  137,  309,  152,    0,    0,    3
  20170620,  216,  149,  274,   98,    0,    0,    7
  20170621,  214,  131,  291,  127,    0,    0,    8
  20170622,  229,  171,  308,   83,    8,   13,    7
  20170623,  196,  168,  232,   69,    0,    0,    8
  20170624,  171,  163,  179,    0,   67,   55,    8
  20170625,  175,  154,  190,    7,   29,   46,    8
  20170626,  168,  123,  206,  105,    0,    0,    5
  20170627,  173,  113,  218,   42,   12,   28,    8
  20170628,  180,  150,  219,    2,   48,   31,    8
  20170629,  175,  133,  217,   11,    1,    1,    8
  20170630,  162,  116,  208,    4,   30,   42,    8
  20170701,  161,  139,  210,   20,   69,   69,    8
  20170702,  156,   89,  196,   62,    8,    6,    5
  20170703,  166,   81,  220,   83,    8,   10,    5
  20170704,  186,  150,  232,   66,    0,   -1,    8
  20170705,  190,  120,  248,   90,    0,    0,    5
  20170706,  199,  108,  265,   80,   41,  170,    6
  20170707,  206,  153,     89,    0,   -1,    7
  20170708,  186,  113,  245,   27,    0,   -1,    7
  20170709,  172,   91,  232,  133,    0,    0,    5
  20170710,  196,  140,  259,   48,    4,    1,    8
  20170711,  177,  153,  207,   12,   30,   33,    8
  20170712,  149,   89,  182,   41,  111,  268,    6
  20170713,  146,   74,  205,   61,    0,    0,    7
  20170714,  142,   80,  186,   60,   25,  176,    5
  20170715,  172,  109,  215,   38,    0,   -1,    8
  20170716,  186,  160,  221,    4,   10,   12,    8
  20170717,  186,  130,  231,  134,    0,   -1,    6
  20170718,  199,  120,  252,  123,    0,    0,    8
  20170719,  235,  180,  294,   73,    1,    1,    7
  20170720,  191,  135,  242,   28,   29,  210,    7
  20170721,  182,  128,  227,  131,    0,    0,    5
  20170722,  194,  145,  242,   75,   22,   35,    6
  20170723,  160,  132,  191,   47,   32,  112,    7
  20170724,  161,  119,  202,   84,   30,   25,    6
  20170725,  167,  140,  200,   40,   33,   83,    7
  20170726,  190,  138,  236,   93,    2,    1,    7
  20170727,  185,  162,  214,   47,    0,   -1,    8
  20170728,  172,  148,  210,   34,   14,   17,    7
  20170729,  182,  162,  205,    9,   40,   76,    8
  20170730,  188,  133,  229,   85,    3,   14,    7
  20170731,  181,  126,  228,   64,    0,   -1,    8
  20170801,  178,  125,  227,   26,    0,    0,    8
  20170802,  176,  135,  220,    8,   51,   30,    8
  20170803,  190,  165,  225,   63,   18,   17,    5
  20170804,  183,  154,  218,   89,    5,    6,    6
  20170805,  159,  106,  204,   24,   14,   18,    6
  20170806,  158,   90,  217,  100,    0,    0,    3
  20170807,  168,   88,  226,  123,    0,    0,    7
  20170808,  162,  141,  196,   10,   51,   65,    8
  20170809,  167,  123,  213,   77,    0,   -1,    6
  20170810,  157,   97,  205,    3,   18,   24,    7
  20170811,  167,  120,  203,   39,    8,    2,    7
  20170812,  168,  125,  216,   25,   56,   44,    7
  20170813,  162,  100,  215,   83,    0,    0,    5
  20170814,  179,  105,  241,   94,    0,    0,    6
  20170815,  179,  136,  218,   22,   19,   15,    7
  20170816,  176,  116,  233,   44,    0,    0,    7
  20170817,  173,  121,  199,    8,   29,   23,    8
  20170818,  169,  130,  201,   19,   14,   62,    7
  20170819,  154,  127,  196,   67,   47,  104,    6
  20170820,  158,  115,  198,   93,    0,   -1,    6
  20170821,  159,  112,  208,   19,    0,    0,    7
  20170822,  182,  129,  235,   99,    0,    0,    6
  20170823,  196,  129,  250,   74,    0,    0,    6
  20170824,  179,  111,  222,   56,    0,   -1,    8
  20170825,  169,  102,  234,   99,    0,    0,    7
  20170826,  182,  100,  250,   81,    0,    0,    7
  20170827,  178,  110,  247,  103,    0,    0,    4
  20170828,  187,  106,  268,  111,    0,    0,    5
  20170829,  210,  122,  290,   75,    5,   15,    5
  20170830,  178,  135,  225,    4,   92,   88,    8
  20170831,  144,   95,  197,   60,   33,   20,    5
  20170901,  147,   98,  193,   41,   13,    3,    6
  20170902,  133,   77,  194,   81,    0,    0,    2
  20170903,  130,   57,  200,   77,    0,    0,    4
  20170904,  158,   84,  216,   63,    0,    0,    7
  20170905,  186,  158,  217,   18,    4,    6,    8
  20170906,  159,  136,  183,   33,   32,   37,    8
  20170907,  156,  130,  185,   18,   19,   28,    8
  20170908,  151,  139,  158,    0,  143,  172,    8
  20170909,  132,   82,  177,   44,   75,  125,    5
  20170910,  139,   82,  177,   68,    7,    9,    5
  20170911,  141,  117,  174,   50,   51,   95,    6
  20170912,  146,  122,  183,   96,    2,    1,    5
  20170913,  141,  108,  176,   58,   64,  125,    7
  20170914,  117,  102,  144,   23,   65,  207,    7
  20170915,  125,   97,  164,   74,   35,   41,    5
  20170916,  106,   62,  129,    2,  148,  139,    8
  20170917,  108,   48,  172,   59,    0,   -1,    7
  20170918,  120,   74,  162,   54,   12,    8,    7
  20170919,  120,   80,  174,   43,    0,   -1,    7
  20170920,  135,   80,  175,   35,    5,    6,    8
  20170921,  134,   89,  186,   86,    0,    0,    8
  20170922,  119,   58,  192,   34,    5,    8,    5
  20170923,  109,   39,  183,  102,    0,    0,    2
  20170924,  121,   45,  204,   90,    0,    0,    1
  20170925,  142,   97,  181,   13,    0,    0,    7
  20170926,  132,   86,  172,   35,    0,    0,    5
  20170927,  136,   66,  202,   64,    0,    0,    5
  20170928,  158,  127,  206,   17,   20,   11,    8
  20170929,  171,  127,  227,   48,   21,  166,    8
  20170930,  131,   77,  157,    9,   37,   24,    6
  20171001,  141,   97,  174,   29,    0,   -1,    7
  20171002,  156,  134,  179,   23,   13,    6,    8
  20171003,  136,  118,  164,   59,    6,   16,    7
  20171004,  130,  114,  152,    3,   25,   28,    8
  20171005,  129,  103,  160,   57,   85,  252,    5
  20171006,  116,   95,  150,   62,   19,   32,    6
  20171007,  122,  106,  143,    0,   76,  159,    8
  20171008,  121,   97,  147,   29,    2,    1,    7
  20171009,  121,  101,  134,    0,   37,  104,    8
  20171010,  143,  124,  158,    9,   10,    3,    8
  20171011,  148,  142,  161,    1,    2,    2,    8
  20171012,  134,  108,  161,   53,    2,    2,    7
  20171013,  153,  109,  182,   24,    0,    0,    7
  20171014,  148,   96,  199,   85,    0,    0,    2
  20171015,  158,   93,  221,   89,    0,    0,    0
  20171016,  186,  137,  244,   76,    0,    0,    4
  20171017,  129,   82,  166,    5,    0,    0,    5
  20171018,  137,  104,  186,   75,    0,    0,    7
  20171019,  157,  101,  204,   65,    0,   -1,    7
  20171020,  137,  104,  167,   17,   33,   73,    7
  20171021,  132,  104,  175,   50,    6,    5,    5
  20171022,  108,   96,  132,   26,  118,  132,    8
  20171023,  126,  103,  152,   47,    4,    1,    7
  20171024,  153,  130,  171,    0,   27,    8,    8
  20171025,  142,   90,  171,   18,    0,   -1,    8
  20171026,  140,  127,  175,   23,    0,    0,    8
  20171027,  118,   99,  144,   65,    3,    4,    6
  20171028,  124,   93,  153,    0,   23,   16,    8
  20171029,  107,   68,  152,   47,   18,   10,    6
  20171030,   83,   45,  121,   61,    0,   -1,    5
  20171031,  101,   82,  112,    2,    0,   -1,    8
  20171101,  112,   96,  135,    9,    0,    0,    8
  20171102,   98,   38,  140,   26,    0,   -1,    5
  20171103,   88,   34,  124,    0,    8,    5,    7
  20171104,  106,   74,  131,   34,   36,   30,    7
  20171105,   78,   50,  109,   40,   37,   48,    6
  20171106,   48,   -5,  109,   68,    8,    4,    1
  20171107,   33,  -13,   98,   76,    0,    0,    3
  20171108,   59,   24,   76,    0,    0,    0,    8
  20171109,   87,   62,  111,   23,   16,   14,    8
  20171110,   92,   58,  118,   32,   26,   29,    6
  20171111,   66,   38,   94,    5,   41,   37,    8
  20171112,   52,   32,   64,   14,   65,   74,    7
  20171113,   62,   10,  103,   62,   11,   13,    5
  20171114,   77,   27,   92,    8,   18,    4,    8
  20171115,   94,   85,  102,    0,   64,   23,    8
  20171116,   93,   62,  107,    0,   24,   18,    7
  20171117,   56,    6,  110,   44,    0,    0,    5
  20171118,   69,   35,   96,   10,   32,   50,    8
  20171119,   67,   44,   99,   45,    8,   19,    5
  20171120,   78,   46,  118,    0,  124,   97,    8
  20171121,  115,  106,  124,    0,   35,   13,    8
  20171122,  114,  105,  133,   37,    9,   13,    5
  20171123,  111,   82,  144,   13,   10,    8,    6
  20171124,   69,   43,   92,   18,   28,   16,    8
  20171125,   37,   -6,   74,   21,    1,    2,    5
  20171126,   53,   30,   80,   32,   17,   57,    7
  20171127,   67,   47,   91,    0,   91,  152,    8
  20171128,   54,   12,   78,   14,    8,    9,    5
  20171129,   29,    6,   40,    0,    1,    1,    7
  20171130,   15,  -24,   46,    9,    8,    6,    7
  20171201,    0,  -28,   31,    7,    0,   -1,    6
  20171202,   -4,  -12,    6,    0,    0,   -1,    8
  20171203,   37,    3,   66,    0,   49,   20,    8
  20171204,   70,   52,   91,    9,   23,   25,    8
  20171205,   76,   54,   91,    0,    0,    0,    8
  20171206,   80,   69,   92,    0,    0,    0,    8
  20171207,   59,   43,   72,    0,   33,   78,    7
  20171208,   26,    3,   61,    9,   66,  154,    6
  20171209,   21,    4,   46,   12,   74,  125,    8
  20171210,   11,    0,   41,    0,   79,  128,    8
  20171211,   -1,  -29,   16,    0,  107,   98,    8
  20171212,   18,    3,   41,   35,    8,    5,    6
  20171213,   40,    8,   64,    2,   81,  138,    8
  20171214,   33,    4,   54,    8,   57,  150,    6
  20171215,   26,   -2,   43,    0,    7,    2,    7
  20171216,   27,    1,   62,   32,   12,   14,    5
  20171217,   25,  -28,   63,   57,   42,   49,    5
  20171218,   59,   22,   80,    0,   22,    8,    8
  20171219,   52,   13,   75,    3,    0,   -1,    8
  20171220,   75,   49,   87,    2,   19,    3,    8
  20171221,   84,   76,   93,    0,   14,    3,    8
  20171222,   86,   73,   96,    0,   65,   25,    8
  20171223,   87,   80,   94,    0,    0,   -1,    8
  20171224,   82,   72,   96,    0,   35,    7,    8
  20171225,   74,   45,   91,    0,   22,    4,    7
  20171226,   58,   46,   74,   20,   20,   12,    7
  20171227,   51,   36,   66,    2,   94,   73,    8
  20171228,   39,   24,   53,   44,    4,    7,    7
  20171229,   28,   -7,   67,    3,   63,   67,    6
  20171230,   88,   39,  122,    0,   50,   37,    8
  20171231,  106,   85,  137,    2,  153,  393,    8
  20180101,   68,   52,   88,   21,   69,   47,    7
  20180102,   65,   45,   91,   14,   62,   45,    7
  20180103,   88,   54,  112,    2,   51,   95,    8
  20180104,   82,   68,  107,    2,   16,    6,    8
  20180105,   64,   44,   87,    0,   24,   27,    6
  20180106,   45,   22,   66,    7,    0,    0,    8
  20180107,   10,  -12,   31,   62,    0,    0,    2
  20180108,   11,  -14,   39,   65,    0,    0,    4
  20180109,   30,   -2,   61,    3,    0,    0,    8
  20180110,   69,   58,   76,    0,   58,   26,    8
  20180111,   57,   28,   76,    0,    0,    0,    8
  20180112,   50,   41,   59,    0,    0,    0,    8
  20180113,   42,   12,   62,    0,    0,    0,    7
  20180114,   29,    8,   52,   50,    0,    0,    4
  20180115,   52,   17,   80,    0,   95,  133,    8
  20180116,   52,   25,   69,   29,   39,   83,    7
  20180117,   46,   20,   60,    5,   22,   27,    7
  20180118,   47,    5,  102,    4,   65,  111,    7
  20180119,   37,   14,   69,   25,   31,   54,    6
  20180120,   22,    8,   36,    4,   20,   11,    7
  20180121,   30,   -4,   69,   48,   27,   21,    6
